id,question,correct_count,total_count,pass_rate
ff696d9f-bb38-41c3-8e07-2f2dac5150e4,"[{""content"": ""In a math contest with 42 problems, one's score, `s`, is computed by the formula `s = 126 + 4*c - 3*w`, where `c` is the number of correct answers and `w` is the number of wrong answers. Mary told John her score, which was over 249. From this, John was able to determine the number of problems Mary solved correctly. If Mary's score had been any lower, but still over 249, John could not have determined this. What was Mary's score?"", ""role"": ""user""}]",25,25,1.0
fdb5ce8c-2fdc-484c-95f9-70343cc9feb3,"[{""content"": ""A sequence is defined by $x_1 = 12$ and $x_2 = 7$. For $n > 2$, the terms are generated by the rule $x_n x_{n-1} x_{n-2} = 3n + 2$. Compute the product of the first $12$ terms, $P = \\prod_{k=1}^{12} x_k$."", ""role"": ""user""}]",25,25,1.0
fbb58fbf-14bc-4c3a-a1b7-de8069c5caf0,"[{""content"": ""An ancient map shows a treasure's location relative to four landmarks $P_1, P_2, P_3, P_4$. The path from $P_1$ to $P_4$ is composed of three straight segments: $P_1P_2$ of length $5$ km, $P_2P_3$ of length $4$ km, and $P_3P_4$ of length $3$ km. The instructions state that one must turn $90^\\circ$ at $P_2$ and again at $P_3$ (both turns in the same direction, say, right). The landmarks $P_1$ and $P_4$ are known to lie on a circle, which represents the boundary of a forbidden zone. The square of the radius of this zone is $20$ km$^2$. The treasure is buried at the center of this forbidden zone, and landmark $P_2$ is known to be inside the zone. Your GPS device is at landmark $P_2$. Find the square of the distance (in km$^2$) from your current location ($P_2$) to the treasure."", ""role"": ""user""}]",3,25,0.12
f992b424-8706-4959-8faa-ff9e8cdaf9a1,"[{""content"": ""Let $c_1, c_2, \\dots, c_4$ be an arithmetic progression of positive integers with first term $c_1=2$, common difference $6$, and $4$ terms. Let $S$ be the set of values achieved by the function $f(x) = \\sum_{i=1}^4 \\lfloor c_i x \\rfloor$ for a real number $x$. How many of the integers from 1 to $1947$ (inclusive) belong to the set $S$?"", ""role"": ""user""}]",24,25,0.96
f85b2a3d-0be8-4c03-94f3-851c84dc28ac,"[{""content"": ""An $n$-dimensional gemstone is in the shape of a simplex $S$. A gem cutter makes $n+1$ cuts, with each cut being parallel to one of the $(n-1)$-dimensional faces of $S$, and each cut associated with a different vertex. This process results in $n+1$ small simplices being cut from the corners of $S$. The geometry of the cuts is such that the original simplex $S$ is perfectly tiled by these $n+1$ corner pieces and the regions found between them. For a gemstone of dimension $n=3$, the volumes of the $n+1$ corner pieces were measured to be {$v_list}. Find the volume of the original gemstone $S$."", ""role"": ""user""}]",0,25,0.0
f796987c-943a-417e-9874-16c33872b3d8,"[{""content"": ""Let $w, x_1, x_2, x_3, x_4$ be real numbers, all greater than $1$. Suppose the following equations hold:\n\n$\\log_{x_2 x_3 x_4} w = 715$\n\n$\\log_{x_1 x_3 x_4} w = 440$\n\n$\\log_{x_1 x_2 x_4} w = 520$\n\n$\\log_{x_1 x_2 x_3} w = 572$\n\nWhat is the value of $\\log_{{target_prod}} w$?"", ""role"": ""user""}]",0,25,0.0
f443550d-2270-43db-8f95-b88d6cfa51c0,"[{""content"": ""At a round table, 66 students are seated. A team of 3 students is to be chosen at random. The selection is called '14-compact' if all 3 chosen students are sitting in a single continuous arc of 14 seats. What is the probability that the chosen team is 14-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?"", ""role"": ""user""}]",22,25,0.88
ec2e1fc3-90d2-4f3d-9347-3132c87a50c5,"[{""content"": ""In the land of Graphia, there are 5 cities, and every pair of distinct cities is connected by a direct road. A traveler starts in their home city, let's call it $V$. Each day, the traveler randomly picks one of the roads connected to their current city and travels to the city at the other end of that road. The choice of road is uniform among all possibilities. The traveler's journey lasts for 13 days, meaning they make 13 trips. Let $E$ be the expected number of times the traveler is in their home city $V$ during the entire period, from day 0 (the start) to day 13 (after the 13-th trip). If $E$ is expressed as an irreducible fraction $\\frac{A}{B}$, what is the value of $A+B$?"", ""role"": ""user""}]",24,25,0.96
e9fcddb0-2ba0-4c2a-8654-4abbfa5e466f,"[{""content"": ""A grand library is organizing its collection of 1431 unique ancient manuscripts. The manuscripts are to be distributed into 3 special exhibits. The exhibits are designated to hold 428, 464, 539 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit."", ""role"": ""user""}]",23,25,0.92
e7c7a36b-56c7-4ca7-b1d7-66f9bb774b4c,"[{""content"": ""What is the product of the real roots of the equation $x^4 + 5x^2 + 258 = 27 \\sqrt{x^4 + 5x^2 + 148}$?"", ""role"": ""user""}]",25,25,1.0
e73f2cc6-7713-47e8-9960-adff04579718,"[{""content"": ""Let $P(z)$ be the polynomial given by $P(z) = z^4 - z^3 + z^2 - z + 1$. Find the sum, in degrees, of the arguments of all roots of $P(z)=0$ that lie in the upper half of the complex plane (i.e., whose arguments $\\theta$ satisfy $0^\\circ < \\theta < 180^\\circ$)."", ""role"": ""user""}]",25,25,1.0
e5d75a06-b6e6-4ef2-ab5c-9416b1b1acc3,"[{""content"": ""An ellipsoid of revolution is the locus of points $P$ in 3D space such that the sum of the distances from $P$ to two fixed points, the foci, is a constant. This constant value is the length of the ellipsoid's major axis.\n\nSuppose such an ellipsoid has foci at $F_1 = (-5, -9, -9)$ and $F_2 = (-32, -3, 31)$ and is tangent to the plane given by the equation $-4x - 4y - z = 164$. What is the length of the major axis of this ellipsoid?"", ""role"": ""user""}]",25,25,1.0
e45cfa71-0010-4525-8fc1-7d8f57b7d10c,"[{""content"": ""Let two sequences be defined by the recurrence relations $u_{k+1} = 36 u_k$ and $v_{k+1} = 133 v_k$ for $k \\ge 1$, with initial values $u_1 = 432$ and $v_1 = 133$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_193$ is divided by $169$."", ""role"": ""user""}]",25,25,1.0
e44f60f3-cb46-4e35-9f0d-55440324f6ae,"[{""content"": ""Let a sum be defined by $S = \\sum_{k={j_start}}^{{j_end}} \\operatorname{arccot}(13k^2 + 101k + 193)$. Compute the value of $78 \\cdot \\cot(S)$."", ""role"": ""user""}]",3,25,0.12
e398753d-477d-4241-a632-60f5a48f48aa,"[{""content"": ""Let $a_1, a_2, a_3, \\ldots$ be an arithmetic progression of real numbers. The sum of the first 31 terms is -248, and the sum of the first 24 terms is -528.\nLet $S_j$ be the sum of all terms $a_i$ in this progression such that $1 \\le i \\le 35$ and $i \\equiv j \\pmod{7}$.\nThere is a unique integer $k$ in the range $1 \\le k \\le 7$ for which $S_k = 0$. Find this value of $k$."", ""role"": ""user""}]",25,25,1.0
de05d99f-5b9f-499f-b913-1511f16b80f1,"[{""content"": ""Let $a, b, c, p$ be positive integers satisfying the equation $c = (a+bi)^3 - 9(p+pi) - 1953i$, where $i^2=-1$. Find the sum of all possible values of $c$ for which $a+b < 24$."", ""role"": ""user""}]",20,25,0.8
dd9b9c7c-cd88-4b21-a8ae-d227827112f6,"[{""content"": ""Two circles with radii $11$ and $10$ have their centers $15$ units apart. Let $P$ be one of their intersection points. A line through $P$ intersects the circle with radius $11$ at $Q$ and the circle with radius $10$ at $R$, such that $P$ is between $Q$ and $R$. The lengths of the chords $QP$ and $PR$ satisfy the relation $4 \\cdot QP = 2 \\cdot PR$. Find the square of the length of $QP$."", ""role"": ""user""}]",24,25,0.96
dd24cd2c-ad13-45d8-840d-c44edda94f17,"[{""content"": ""Let $x$ and $y$ be complex numbers such that $x^2 + y^2 = 2$ and $x^5 + y^5 = -236$. What is the largest possible real value of $x+y$?"", ""role"": ""user""}]",25,25,1.0
dacb6a12-6120-4a37-9906-c9e1ee3a8804,"[{""content"": ""Let S be a collection of scores from a math competition. The scores are all positive integers. The average of all scores in S is 137.\nThe scores are partitioned among several students. One of these students is Beatrice.\nThe average of Beatrice's scores is 164. One of Beatrice's scores is 321.\nIf all of Beatrice's scores are removed from S, the average of the remaining scores is 128.\nIf only the single score 321 is removed from S, the average of the remaining scores is 129.\nWhat is the largest possible score that Beatrice could have?"", ""role"": ""user""}]",25,25,1.0
da20266b-5022-48ec-bae2-a23a95481472,"[{""content"": ""In the land of Graphia, there are 10 cities, and every pair of distinct cities is connected by a direct road. A traveler starts in their home city, let's call it $V$. Each day, the traveler randomly picks one of the roads connected to their current city and travels to the city at the other end of that road. The choice of road is uniform among all possibilities. The traveler's journey lasts for 5 days, meaning they make 5 trips. Let $E$ be the expected number of times the traveler is in their home city $V$ during the entire period, from day 0 (the start) to day 5 (after the 5-th trip). If $E$ is expressed as an irreducible fraction $\\frac{A}{B}$, what is the value of $A+B$?"", ""role"": ""user""}]",25,25,1.0
d59d90ca-40ce-4373-b536-52f155eb978a,"[{""content"": ""In a round-robin tournament, players were divided into two groups: a 'low-scoring' group $L$ with 6 players and a 'high-scoring' group $H$ with the rest of the players. It is known that every player in group $L$ had a total score no greater than any player in group $H$. For every player in the tournament (from either group), the points they earned from games against players in group $L$ accounted for exactly one-quarter of their total score. What was the total number of players in the tournament?"", ""role"": ""user""}]",25,25,1.0
